domain,keyword,title,url,source_domain,seendate,language,country
reforestation,tree planting,Monessen students gather to plant a tree at the high school,http://www.heraldstandard.com/news/local_news/monessen-students-gather-to-plant-a-tree-at-the-high/article_76b15cd9-e832-5d57-8f5f-9cc097608d7a.html,heraldstandard.com,20170501T073000Z,English,United States
reforestation,tree planting,More Tree,http://www.wilx.com/content/news/More-Tree-Planting-Projects-Coming-to-Michigan-420865664.html,wilx.com,20170501T070000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://wwmt.com/news/state/partnership-offers-grants-for-tree-planting-projects-05-01-2017,wwmt.com,20170501T064500Z,English,United States
reforestation,tree planting,The Story of the 9 / 11 Memorial Trees,http://villagegreennj.com/event/story-911-memorial-trees/,villagegreennj.com,20170501T064500Z,English,United States
reforestation,tree planting,Robichaud : Two days in the kitchen yields plenty of legislative pork,http://www.bostonherald.com/news/columnists/holly_robichaud/2017/05/robichaud_two_days_in_the_kitchen_yields_plenty_of,bostonherald.com,20170501T060000Z,English,United States
reforestation,tree planting,Tree planting set at Flight 93 memorial,http://www.tribdem.com/news/tree-planting-set-at-flight-memorial/article_eb2dea2c-2e1d-11e7-ac12-f3406015613f.html,tribdem.com,20170501T053000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.abc12.com/content/news/Partnership-offers-grants-for-tree-planting-projects-420855734.html,abc12.com,20170501T043000Z,English,United States
reforestation,tree planting,Urbana Daily Citizen,http://urbanacitizen.com/news/54903/planting-trees-for-arbor-day,urbanacitizen.com,20170501T031500Z,English,United States
reforestation,tree planting,THE LUNGS OF THE PLANET : Youngsters learn the importance of trees during Arbor Day celebration in Newtown ( PHOTOS ),http://www.buckslocalnews.com/news/the-lungs-of-the-planet-youngsters-learn-the-importance-of/article_20ba168c-ba8d-5d37-b5e4-490bd95026c6.html,buckslocalnews.com,20170501T031500Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.petoskeynews.com/news/state-region/partnership-offers-grants-for-tree-planting-projects/article_f927c67c-c1c8-5734-b28e-7aad120d1037.html,petoskeynews.com,20170501T023000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.wilx.com/content/news/Partnership-offers-grants-for-tree-planting-projects-420854574.html,wilx.com,20170501T021500Z,English,United States
reforestation,tree planting,Summit Hill breaks ground on park improvements,http://www.tnonline.com/2017/apr/30/summit-hill-breaks-ground-park-improvements,tnonline.com,20170501T014500Z,English,United States
reforestation,tree planting,2017 Paddock Lake Arbor Day celebration coverage – West of the I,http://www.westofthei.com/2017/04/30/2017-paddock-lake-arbor-day-celebration-coverage/61637,westofthei.com,20170501T014500Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.9and10news.com/story/35288245/partnership-offers-grants-for-tree-planting-projects,9and10news.com,20170501T010000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.hometownstations.com/story/35288245/partnership-offers-grants-for-tree-planting-projects,hometownstations.com,20170501T001500Z,English,United States
reforestation,tree planting,CadillacNews . com,http://www.cadillacnews.com/ap_story/michigan/20170430_ap_6f8deabbfc7544a5bfe819d1bdefc7a1.html,cadillacnews.com,20170430T234500Z,English,United States
reforestation,tree planting,CadillacNews . com,http://www.cadillacnews.com/ap_story/michigan/20170430_ap_a5942ec0f2ee4b6a976d350f10b91bbc.html,cadillacnews.com,20170430T234500Z,English,United States
reforestation,tree planting,CadillacNews . com,http://www.cadillacnews.com/ap_story/michigan/20170430_ap_bf2df2c451a54461944df17542880ec5.html,cadillacnews.com,20170430T234500Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.record-eagle.com/state/partnership-offers-grants-for-tree-planting-projects/article_4a3e6489-f27b-5112-a355-80bf31a3a46e.html,record-eagle.com,20170430T233000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://upnorthlive.com/news/local/partnership-offers-grants-for-tree-planting-projects,upnorthlive.com,20170430T231500Z,English,United States
reforestation,tree planting,Baraboo nature conservancy budding,http://www.wiscnews.com/baraboonewsrepublic/news/local/article_8f41e474-8b44-5bde-bcd2-b46dc681e68c.html,wiscnews.com,20170430T224500Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.wtol.com/story/35288245/partnership-offers-grants-for-tree-planting-projects,wtol.com,20170430T221500Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.washingtontimes.com/news/2017/apr/30/partnership-offers-grants-for-tree-planting-projec/,washingtontimes.com,20170430T211500Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.sfgate.com/news/article/Partnership-offers-grants-for-tree-planting-11110350.php,sfgate.com,20170430T210000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.shorelinemedia.net/ludington_daily_news/news/state/partnership-offers-grants-for-tree-planting-projects/article_662c955c-705b-5ad6-b9e2-8a496326e6a5.html,shorelinemedia.net,20170430T210000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.mysanantonio.com/news/article/Partnership-offers-grants-for-tree-planting-11110350.php,mysanantonio.com,20170430T210000Z,English,United States
reforestation,tree planting,Partnership offers grants for tree,http://www.lmtonline.com/news/article/Partnership-offers-grants-for-tree-planting-11110350.php,lmtonline.com,20170430T210000Z,English,United States
